year,month,source_hour,radiation_mj_m2,irradiance_w_m2
1985,1,2,0.041,11.38888888888889
1985,1,3,0.159,44.166666666666664
1985,1,4,0.446,123.88888888888889
1985,1,5,0.72,200.0
1985,1,6,0.975,270.8333333333333
1985,1,7,1.326,368.33333333333337
1985,1,8,1.618,449.44444444444446
1985,1,9,1.975,548.6111111111111
1985,1,10,2.225,618.0555555555555
1985,1,11,2.404,667.7777777777777
1985,1,12,2.522,700.5555555555554
1985,1,13,2.433,675.8333333333333
1985,1,14,2.296,637.7777777777777
1985,1,15,2.081,578.0555555555555
1985,1,16,1.75,486.1111111111111
1985,1,17,1.457,404.72222222222223
1985,1,18,1.125,312.5
1985,1,19,0.803,223.05555555555557
1985,1,20,0.512,142.22222222222223
1985,1,21,0.302,83.88888888888889
1985,1,22,0.162,45.0
1985,1,23,0.083,23.055555555555557
1985,1,24,0.036,9.999999999999998
1985,2,1,0.008,2.2222222222222223
1985,2,2,0.018,4.999999999999999
1985,2,3,0.043,11.944444444444443
1985,2,4,0.142,39.44444444444444
1985,2,5,0.308,85.55555555555556
1985,2,6,0.544,151.11111111111111
1985,2,7,0.863,239.7222222222222
1985,2,8,1.209,335.83333333333337
1985,2,9,1.5,416.66666666666663
1985,2,10,1.775,493.05555555555554
1985,2,11,2.014,559.4444444444443
1985,2,12,2.161,600.2777777777778
1985,2,13,2.085,579.1666666666666
1985,2,14,1.944,540.0
1985,2,15,1.709,474.72222222222223
1985,2,16,1.399,388.6111111111111
1985,2,17,1.105,306.94444444444446
1985,2,18,0.828,229.99999999999997
1985,2,19,0.499,138.61111111111111
1985,2,20,0.286,79.44444444444444
1985,2,21,0.137,38.05555555555556
1985,2,22,0.076,21.11111111111111
1985,2,23,0.04,11.11111111111111
1985,2,24,0.024,6.666666666666667
1985,3,1,0.0,0.0
1985,3,2,0.0,0.0
1985,3,3,0.0,0.0
1985,3,4,0.0,0.0
1985,3,5,0.002,0.5555555555555556
1985,3,6,0.057,15.833333333333334
1985,3,7,0.259,71.94444444444444
1985,3,8,0.578,160.55555555555554
1985,3,9,0.976,271.1111111111111
1985,3,10,1.246,346.1111111111111
1985,3,11,1.557,432.5
1985,3,12,1.689,469.1666666666667
1985,3,13,1.682,467.2222222222222
1985,3,14,1.491,414.1666666666667
1985,3,15,1.246,346.1111111111111
1985,3,16,0.97,269.44444444444446
1985,3,17,0.591,164.16666666666666
1985,3,18,0.266,73.88888888888889
1985,3,19,0.072,19.999999999999996
1985,3,20,0.002,0.5555555555555556
1985,3,21,0.0,0.0
1985,3,22,0.0,0.0
1985,3,23,0.0,0.0
1985,3,24,0.0,0.0
1985,4,1,0.0,0.0
1985,4,2,0.0,0.0
1985,4,3,0.0,0.0
1985,4,4,0.0,0.0
1985,4,5,0.0,0.0
1985,4,6,0.0,0.0
1985,4,7,0.008,2.2222222222222223
1985,4,8,0.192,53.333333333333336
1985,4,9,0.204,56.666666666666664
1985,4,10,0.447,124.16666666666667
1985,4,11,0.57,158.33333333333331
1985,4,12,0.798,221.66666666666669
1985,4,13,0.675,187.5
1985,4,14,0.585,162.5
1985,4,15,0.426,118.33333333333333
1985,4,16,0.208,57.77777777777777
1985,4,17,0.112,31.11111111111111
1985,4,18,0.014,3.888888888888889
1985,4,19,0.0,0.0
1985,4,20,0.0,0.0
1985,4,21,0.0,0.0
1985,4,22,0.0,0.0
1985,4,23,0.0,0.0
1985,4,24,0.0,0.0
1985,5,1,,
1985,5,2,,
1985,5,3,,
1985,5,4,,
1985,5,5,,
1985,5,6,,
1985,5,7,,
1985,5,8,,
1985,5,9,,
1985,5,10,,
1985,5,11,,
1985,5,12,,
1985,5,13,,
1985,5,14,,
1985,5,15,,
1985,5,16,,
1985,5,17,,
1985,5,18,,
1985,5,19,,
1985,5,20,,
1985,5,21,,
1985,5,22,,
1985,5,23,,
1985,5,24,,
1985,6,1,,
1985,6,2,,
1985,6,3,,
1985,6,4,,
1985,6,5,,
1985,6,6,,
1985,6,7,,
1985,6,8,,
1985,6,9,,
1985,6,10,,
1985,6,11,,
1985,6,12,,
1985,6,13,,
1985,6,14,,
1985,6,15,,
1985,6,16,,
1985,6,17,,
1985,6,18,,
1985,6,19,,
1985,6,20,,
1985,6,21,,
1985,6,22,,
1985,6,23,,
1985,6,24,,
1985,7,1,,
1985,7,2,,
1985,7,3,,
1985,7,4,,
1985,7,5,,
1985,7,6,,
1985,7,7,,
1985,7,8,,
1985,7,9,,
1985,7,10,,
1985,7,11,,
1985,7,12,,
1985,7,13,,
1985,7,14,,
1985,7,15,,
1985,7,16,,
1985,7,17,,
1985,7,18,,
1985,7,19,,
1985,7,20,,
1985,7,21,,
1985,7,22,,
1985,7,23,,
1985,7,24,,
1985,8,1,0.0,0.0
1985,8,2,0.0,0.0
1985,8,3,0.0,0.0
1985,8,4,0.0,0.0
1985,8,5,0.0,0.0
1985,8,6,0.0,0.0
1985,8,7,0.0,0.0
1985,8,8,0.041,11.38888888888889
1985,8,9,0.16,44.44444444444444
1985,8,10,0.375,104.16666666666666
1985,8,11,0.485,134.72222222222223
1985,8,12,0.545,151.38888888888889
1985,8,13,0.531,147.5
1985,8,14,0.404,112.22222222222223
1985,8,15,0.401,111.38888888888889
1985,8,16,0.128,35.55555555555556
1985,8,17,0.074,20.555555555555554
1985,8,18,0.0,0.0
1985,8,19,0.0,0.0
1985,8,20,0.0,0.0
1985,8,21,0.0,0.0
1985,8,22,0.0,0.0
1985,8,23,0.0,0.0
1985,8,24,0.0,0.0
1985,9,1,0.0,0.0
1985,9,2,0.0,0.0
1985,9,3,0.0,0.0
1985,9,4,0.0,0.0
1985,9,5,0.0,0.0
1985,9,6,0.002,0.5555555555555556
1985,9,7,0.122,33.888888888888886
1985,9,8,0.274,76.11111111111111
1985,9,9,0.515,143.05555555555554
1985,9,10,0.73,202.77777777777777
1985,9,11,0.936,260.0
1985,9,12,1.052,292.22222222222223
1985,9,13,1.023,284.16666666666663
1985,9,14,0.907,251.94444444444446
1985,9,15,0.713,198.05555555555554
1985,9,16,0.446,123.88888888888889
1985,9,17,0.259,71.94444444444444
1985,9,18,0.105,29.166666666666664
1985,9,19,0.003,0.8333333333333334
1985,9,20,0.0,0.0
1985,9,21,0.0,0.0
1985,9,22,0.0,0.0
1985,9,23,0.0,0.0
1985,9,24,0.0,0.0
1985,10,1,0.0,0.0
1985,10,2,0.0,0.0
1985,10,3,0.0,0.0
1985,10,4,0.034,9.444444444444445
1985,10,5,0.128,35.55555555555556
1985,10,6,0.303,84.16666666666666
1985,10,7,0.595,165.27777777777777
1985,10,8,0.968,268.88888888888886
1985,10,9,1.301,361.38888888888886
1985,10,10,1.647,457.5
1985,10,11,1.887,524.1666666666666
1985,10,12,1.898,527.2222222222222
1985,10,13,1.88,522.2222222222222
1985,10,14,1.783,495.27777777777777
1985,10,15,1.525,423.6111111111111
1985,10,16,1.222,339.44444444444446
1985,10,17,0.895,248.61111111111111
1985,10,18,0.578,160.55555555555554
1985,10,19,0.328,91.11111111111111
1985,10,20,0.135,37.5
1985,10,21,0.022,6.111111111111111
1985,10,22,0.0,0.0
1985,10,23,0.0,0.0
1985,10,24,0.0,0.0
1985,11,1,0.057,15.833333333333334
1985,11,2,0.099,27.5
1985,11,3,0.146,40.55555555555555
1985,11,4,0.335,93.05555555555556
1985,11,5,0.523,145.27777777777777
1985,11,6,0.777,215.83333333333334
1985,11,7,1.057,293.6111111111111
1985,11,8,1.41,391.66666666666663
1985,11,9,1.777,493.6111111111111
1985,11,10,2.087,579.7222222222223
1985,11,11,2.298,638.3333333333334
1985,11,12,2.444,678.8888888888889
1985,11,13,2.441,678.0555555555555
1985,11,14,2.348,652.2222222222222
1985,11,15,2.132,592.2222222222223
1985,11,16,1.911,530.8333333333334
1985,11,17,1.707,474.1666666666667
1985,11,18,1.385,384.72222222222223
1985,11,19,1.032,286.6666666666667
1985,11,20,0.699,194.16666666666666
1985,11,21,0.375,104.16666666666666
1985,11,22,0.205,56.94444444444444
1985,11,23,0.145,40.27777777777777
1985,11,24,0.05,13.88888888888889
1985,12,1,0.127,35.27777777777778
1985,12,2,0.249,69.16666666666667
1985,12,3,0.345,95.83333333333333
1985,12,4,0.499,138.61111111111111
1985,12,5,0.743,206.38888888888889
1985,12,6,1.054,292.77777777777777
1985,12,7,1.325,368.05555555555554
1985,12,8,1.71,475.0
1985,12,9,2.031,564.1666666666667
1985,12,10,2.293,636.9444444444445
1985,12,11,2.431,675.2777777777778
1985,12,12,2.551,708.6111111111111
1985,12,13,2.736,760.0
1985,12,14,2.659,738.6111111111111
1985,12,15,2.415,670.8333333333334
1985,12,16,2.17,602.7777777777777
1985,12,17,1.813,503.6111111111111
1985,12,18,1.472,408.88888888888886
1985,12,19,1.106,307.22222222222223
1985,12,20,0.815,226.38888888888886
1985,12,21,0.554,153.88888888888889
1985,12,22,0.357,99.16666666666666
1985,12,23,0.215,59.72222222222222
1985,12,24,0.127,35.27777777777778
1986,1,1,0.091,25.277777777777775
1986,1,2,0.176,48.888888888888886
1986,1,3,0.256,71.11111111111111
1986,1,4,0.354,98.33333333333333
1986,1,5,0.581,161.38888888888889
1986,1,6,0.864,240.0
1986,1,7,1.187,329.72222222222223
1986,1,8,1.498,416.1111111111111
1986,1,9,1.83,508.3333333333333
1986,1,10,2.097,582.5
1986,1,11,2.355,654.1666666666666
1986,1,12,2.526,701.6666666666666
1986,1,13,2.514,698.3333333333333
1986,1,14,2.512,697.7777777777777
1986,1,15,2.309,641.3888888888889
1986,1,16,1.969,546.9444444444445
1986,1,17,1.677,465.8333333333333
1986,1,18,1.356,376.6666666666667
1986,1,19,0.972,270.0
1986,1,20,0.642,178.33333333333334
1986,1,21,0.448,124.44444444444444
1986,1,22,0.3,83.33333333333333
1986,1,23,0.175,48.61111111111111
1986,1,24,0.091,25.277777777777775
1986,2,1,0.0,0.0
1986,2,2,0.0,0.0
1986,2,3,0.018,4.999999999999999
1986,2,4,0.117,32.5
1986,2,5,0.171,47.5
1986,2,6,0.383,106.38888888888889
1986,2,7,0.639,177.5
1986,2,8,0.914,253.88888888888889
1986,2,9,1.129,313.6111111111111
1986,2,10,1.522,422.77777777777777
1986,2,11,1.605,445.8333333333333
1986,2,12,1.744,484.44444444444446
1986,2,13,1.826,507.22222222222223
1986,2,14,1.852,514.4444444444445
1986,2,15,1.598,443.8888888888889
1986,2,16,1.421,394.72222222222223
1986,2,17,1.147,318.6111111111111
1986,2,18,0.837,232.49999999999997
1986,2,19,0.472,131.11111111111111
1986,2,20,0.252,70.0
1986,2,21,0.114,31.666666666666668
1986,2,22,0.058,16.11111111111111
1986,2,23,0.0,0.0
1986,2,24,0.0,0.0
1986,3,1,0.0,0.0
1986,3,2,0.0,0.0
1986,3,3,0.0,0.0
1986,3,4,0.0,0.0
1986,3,5,0.001,0.2777777777777778
1986,3,6,0.029,8.055555555555555
1986,3,7,0.169,46.94444444444445
1986,3,8,0.444,123.33333333333333
1986,3,9,0.749,208.05555555555554
1986,3,10,0.998,277.22222222222223
1986,3,11,1.161,322.5
1986,3,12,1.372,381.11111111111114
1986,3,13,1.413,392.5
1986,3,14,1.296,360.0
1986,3,15,1.056,293.3333333333333
1986,3,16,0.882,245.0
1986,3,17,0.612,170.0
1986,3,18,0.32,88.88888888888889
1986,3,19,0.103,28.611111111111107
1986,3,20,0.007,1.9444444444444444
1986,3,21,0.0,0.0
1986,3,22,0.0,0.0
1986,3,23,0.0,0.0
1986,3,24,0.0,0.0
1986,4,1,0.0,0.0
1986,4,2,0.0,0.0
1986,4,3,0.0,0.0
1986,4,4,0.0,0.0
1986,4,5,0.0,0.0
1986,4,6,0.0,0.0
1986,4,7,0.003,0.8333333333333334
1986,4,8,0.028,7.777777777777778
1986,4,9,0.125,34.72222222222222
1986,4,10,0.264,73.33333333333333
1986,4,11,0.385,106.94444444444444
1986,4,12,0.461,128.05555555555557
1986,4,13,0.508,141.11111111111111
1986,4,14,0.458,127.22222222222223
1986,4,15,0.342,95.0
1986,4,16,0.171,47.5
1986,4,17,0.05,13.88888888888889
1986,4,18,0.003,0.8333333333333334
1986,4,19,0.0,0.0
1986,4,20,0.0,0.0
1986,4,21,0.0,0.0
1986,4,22,0.0,0.0
1986,4,23,0.0,0.0
1986,4,24,0.0,0.0
1986,5,1,0.0,0.0
1986,5,2,0.0,0.0
1986,5,3,0.0,0.0
1986,5,4,0.0,0.0
1986,5,5,0.0,0.0
1986,5,6,0.0,0.0
1986,5,7,0.0,0.0
1986,5,8,0.0,0.0
1986,5,9,0.003,0.8333333333333334
1986,5,10,0.019,5.277777777777778
1986,5,11,0.064,17.77777777777778
1986,5,12,0.109,30.27777777777778
1986,5,13,0.106,29.444444444444443
1986,5,14,0.068,18.88888888888889
1986,5,15,0.016,4.444444444444445
1986,5,16,0.001,0.2777777777777778
1986,5,17,0.0,0.0
1986,5,18,0.0,0.0
1986,5,19,0.0,0.0
1986,5,20,0.0,0.0
1986,5,21,0.0,0.0
1986,5,22,0.0,0.0
1986,5,23,0.0,0.0
1986,5,24,0.0,0.0
1986,6,1,,
1986,6,2,,
1986,6,3,,
1986,6,4,,
1986,6,5,,
1986,6,6,,
1986,6,7,,
1986,6,8,,
1986,6,9,,
1986,6,10,,
1986,6,11,,
1986,6,12,,
1986,6,13,,
1986,6,14,,
1986,6,15,,
1986,6,16,,
1986,6,17,,
1986,6,18,,
1986,6,19,,
1986,6,20,,
1986,6,21,,
1986,6,22,,
1986,6,23,,
1986,6,24,,
1986,7,1,0.0,0.0
1986,7,2,0.0,0.0
1986,7,3,0.0,0.0
1986,7,4,0.0,0.0
1986,7,5,0.0,0.0
1986,7,6,0.0,0.0
1986,7,7,0.0,0.0
1986,7,8,0.0,0.0
1986,7,9,0.001,0.2777777777777778
1986,7,10,0.007,1.9444444444444444
1986,7,11,0.026,7.222222222222221
1986,7,12,0.063,17.5
1986,7,13,0.066,18.333333333333332
1986,7,14,0.026,7.222222222222221
1986,7,15,0.003,0.8333333333333334
1986,7,16,0.0,0.0
1986,7,17,0.0,0.0
1986,7,18,0.0,0.0
1986,7,19,0.0,0.0
1986,7,20,0.0,0.0
1986,7,21,0.0,0.0
1986,7,22,0.0,0.0
1986,7,23,0.0,0.0
1986,7,24,0.0,0.0
1986,8,1,0.0,0.0
1986,8,2,0.0,0.0
1986,8,3,0.0,0.0
1986,8,4,0.0,0.0
1986,8,5,0.0,0.0
1986,8,6,0.0,0.0
1986,8,7,0.0,0.0
1986,8,8,0.003,0.8333333333333334
1986,8,9,0.049,13.61111111111111
1986,8,10,0.139,38.611111111111114
1986,8,11,0.233,64.72222222222223
1986,8,12,0.294,81.66666666666666
1986,8,13,0.312,86.66666666666667
1986,8,14,0.256,71.11111111111111
1986,8,15,0.168,46.66666666666667
1986,8,16,0.057,15.833333333333334
1986,8,17,0.006,1.6666666666666667
1986,8,18,0.0,0.0
1986,8,19,0.0,0.0
1986,8,20,0.0,0.0
1986,8,21,0.0,0.0
1986,8,22,0.0,0.0
1986,8,23,0.0,0.0
1986,8,24,0.0,0.0
1986,9,1,0.0,0.0
1986,9,2,0.0,0.0
1986,9,3,0.0,0.0
1986,9,4,0.0,0.0
1986,9,5,0.0,0.0
1986,9,6,0.007,1.9444444444444444
1986,9,7,0.065,18.055555555555557
1986,9,8,0.252,70.0
1986,9,9,0.56,155.55555555555557
1986,9,10,0.875,243.05555555555554
1986,9,11,1.128,313.3333333333333
1986,9,12,1.244,345.55555555555554
1986,9,13,1.268,352.22222222222223
1986,9,14,0.931,258.61111111111114
1986,9,15,0.831,230.83333333333331
1986,9,16,0.553,153.61111111111111
1986,9,17,0.299,83.05555555555556
1986,9,18,0.113,31.38888888888889
1986,9,19,0.017,4.722222222222222
1986,9,20,0.0,0.0
1986,9,21,0.0,0.0
1986,9,22,0.0,0.0
1986,9,23,0.0,0.0
1986,9,24,0.0,0.0
1986,10,1,0.0,0.0
1986,10,2,0.0,0.0
1986,10,3,0.001,0.2777777777777778
1986,10,4,0.037,10.277777777777777
1986,10,5,0.146,40.55555555555555
1986,10,6,0.396,110.0
1986,10,7,0.755,209.72222222222223
1986,10,8,1.103,306.38888888888886
1986,10,9,1.192,331.1111111111111
1986,10,10,1.538,427.22222222222223
1986,10,11,1.529,424.7222222222222
1986,10,12,1.989,552.5
1986,10,13,1.745,484.72222222222223
1986,10,14,1.723,478.61111111111114
1986,10,15,1.515,420.8333333333333
1986,10,16,1.543,428.6111111111111
1986,10,17,1.211,336.3888888888889
1986,10,18,0.77,213.88888888888889
1986,10,19,0.685,190.2777777777778
1986,10,20,0.357,99.16666666666666
1986,10,21,0.073,20.277777777777775
1986,10,22,0.003,0.8333333333333334
1986,10,23,0.0,0.0
1986,10,24,0.0,0.0
1986,11,1,0.0,0.0
1986,11,2,0.001,0.2777777777777778
1986,11,3,0.013,3.6111111111111107
1986,11,4,0.066,18.333333333333332
1986,11,5,0.209,58.05555555555555
1986,11,6,0.418,116.1111111111111
1986,11,7,0.804,223.33333333333334
1986,11,8,1.076,298.8888888888889
1986,11,9,1.36,377.77777777777777
1986,11,10,1.672,464.4444444444444
1986,11,11,1.895,526.3888888888889
1986,11,12,2.021,561.3888888888888
1986,11,13,2.072,575.5555555555555
1986,11,14,2.008,557.7777777777777
1986,11,15,1.874,520.5555555555555
1986,11,16,1.676,465.55555555555554
1986,11,17,1.397,388.05555555555554
1986,11,18,1.059,294.16666666666663
1986,11,19,0.739,205.27777777777777
1986,11,20,0.393,109.16666666666667
1986,11,21,0.129,35.833333333333336
1986,11,22,0.025,6.944444444444445
1986,11,23,0.0,0.0
1986,11,24,0.0,0.0
1986,12,1,0.115,31.944444444444446
1986,12,2,0.15,41.666666666666664
1986,12,3,0.251,69.72222222222221
1986,12,4,0.41,113.88888888888889
1986,12,5,0.674,187.22222222222223
1986,12,6,0.892,247.77777777777777
1986,12,7,1.276,354.44444444444446
1986,12,8,1.577,438.05555555555554
1986,12,9,1.959,544.1666666666666
1986,12,10,2.256,626.6666666666666
1986,12,11,2.441,678.0555555555555
1986,12,12,2.516,698.8888888888889
1986,12,13,2.628,730.0
1986,12,14,2.562,711.6666666666666
1986,12,15,2.409,669.1666666666666
1986,12,16,2.162,600.5555555555555
1986,12,17,1.879,521.9444444444445
1986,12,18,1.54,427.77777777777777
1986,12,19,1.216,337.77777777777777
1986,12,20,0.869,241.38888888888889
1986,12,21,0.525,145.83333333333334
1986,12,22,0.3,83.33333333333333
1986,12,23,0.205,56.94444444444444
1986,12,24,0.119,33.05555555555555
1987,1,1,0.046,12.777777777777777
1987,1,2,0.079,21.944444444444443
1987,1,3,0.24,66.66666666666666
1987,1,4,0.409,113.6111111111111
1987,1,5,0.663,184.16666666666669
1987,1,6,0.887,246.38888888888889
1987,1,7,1.29,358.3333333333333
1987,1,8,1.683,467.5
1987,1,9,1.971,547.5
1987,1,10,2.361,655.8333333333334
1987,1,11,2.484,690.0
1987,1,12,2.78,772.2222222222222
1987,1,13,2.788,774.4444444444443
1987,1,14,2.676,743.3333333333334
1987,1,15,2.461,683.6111111111111
1987,1,16,2.18,605.5555555555555
1987,1,17,1.769,491.38888888888886
1987,1,18,1.407,390.8333333333333
1987,1,19,1.06,294.44444444444446
1987,1,20,0.651,180.83333333333334
1987,1,21,0.396,110.0
1987,1,22,0.187,51.94444444444444
1987,1,23,0.095,26.38888888888889
1987,1,24,0.046,12.777777777777777
1987,2,1,0.0,0.0
1987,2,2,0.005,1.3888888888888888
1987,2,3,0.017,4.722222222222222
1987,2,4,0.09,25.0
1987,2,5,0.234,65.0
1987,2,6,0.459,127.5
1987,2,7,0.782,217.22222222222223
1987,2,8,1.075,298.6111111111111
1987,2,9,1.345,373.6111111111111
1987,2,10,1.702,472.77777777777777
1987,2,11,1.889,524.7222222222222
1987,2,12,1.98,550.0
1987,2,13,2.07,574.9999999999999
1987,2,14,1.973,548.0555555555555
1987,2,15,1.706,473.88888888888886
1987,2,16,1.417,393.6111111111111
1987,2,17,1.112,308.8888888888889
1987,2,18,0.76,211.11111111111111
1987,2,19,0.454,126.11111111111111
1987,2,20,0.238,66.1111111111111
1987,2,21,0.092,25.555555555555554
1987,2,22,0.016,4.444444444444445
1987,2,23,0.001,0.2777777777777778
1987,2,24,0.0,0.0
1987,3,1,0.0,0.0
1987,3,2,0.0,0.0
1987,3,3,0.0,0.0
1987,3,4,0.0,0.0
1987,3,5,0.006,1.6666666666666667
1987,3,6,0.044,12.222222222222221
1987,3,7,0.236,65.55555555555556
1987,3,8,0.524,145.55555555555557
1987,3,9,0.765,212.5
1987,3,10,1.016,282.22222222222223
1987,3,11,1.169,324.72222222222223
1987,3,12,1.248,346.6666666666667
1987,3,13,1.275,354.16666666666663
1987,3,14,1.28,355.55555555555554
1987,3,15,1.117,310.27777777777777
1987,3,16,0.757,210.27777777777777
1987,3,17,0.511,141.94444444444446
1987,3,18,0.236,65.55555555555556
1987,3,19,0.081,22.5
1987,3,20,0.007,1.9444444444444444
1987,3,21,0.0,0.0
1987,3,22,0.0,0.0
1987,3,23,0.0,0.0
1987,3,24,0.0,0.0
1987,4,1,0.0,0.0
1987,4,2,0.0,0.0
1987,4,3,0.0,0.0
1987,4,4,0.0,0.0
1987,4,5,0.0,0.0
1987,4,6,0.0,0.0
1987,4,7,0.002,0.5555555555555556
1987,4,8,0.032,8.88888888888889
1987,4,9,0.125,34.72222222222222
1987,4,10,0.276,76.66666666666667
1987,4,11,0.362,100.55555555555556
1987,4,12,0.479,133.05555555555554
1987,4,13,0.48,133.33333333333331
1987,4,14,0.447,124.16666666666667
1987,4,15,0.333,92.5
1987,4,16,0.163,45.27777777777778
1987,4,17,0.049,13.61111111111111
1987,4,18,0.004,1.1111111111111112
1987,4,19,0.0,0.0
1987,4,20,0.0,0.0
1987,4,21,0.0,0.0
1987,4,22,0.0,0.0
1987,4,23,0.0,0.0
1987,4,24,0.0,0.0
1987,5,1,0.0,0.0
1987,5,2,0.0,0.0
1987,5,3,0.0,0.0
1987,5,4,0.0,0.0
1987,5,5,0.0,0.0
1987,5,6,0.0,0.0
1987,5,7,0.0,0.0
1987,5,8,0.0,0.0
1987,5,9,0.004,1.1111111111111112
1987,5,10,0.027,7.5
1987,5,11,0.074,20.555555555555554
1987,5,12,0.126,35.0
1987,5,13,0.134,37.22222222222222
1987,5,14,0.099,27.5
1987,5,15,0.037,10.277777777777777
1987,5,16,0.003,0.8333333333333334
1987,5,17,0.0,0.0
1987,5,18,0.0,0.0
1987,5,19,0.0,0.0
1987,5,20,0.0,0.0
1987,5,21,0.0,0.0
1987,5,22,0.0,0.0
1987,5,23,0.0,0.0
1987,5,24,0.0,0.0
1987,6,1,,
1987,6,2,,
1987,6,3,,
1987,6,4,,
1987,6,5,,
1987,6,6,,
1987,6,7,,
1987,6,8,,
1987,6,9,,
1987,6,10,,
1987,6,11,,
1987,6,12,,
1987,6,13,,
1987,6,14,,
1987,6,15,,
1987,6,16,,
1987,6,17,,
1987,6,18,,
1987,6,19,,
1987,6,20,,
1987,6,21,,
1987,6,22,,
1987,6,23,,
1987,6,24,,
1987,7,1,,
1987,7,2,,
1987,7,3,,
1987,7,4,,
1987,7,5,,
1987,7,6,,
1987,7,7,,
1987,7,8,,
1987,7,9,,
1987,7,10,,
1987,7,11,,
1987,7,12,,
1987,7,13,,
1987,7,14,,
1987,7,15,,
1987,7,16,,
1987,7,17,,
1987,7,18,,
1987,7,19,,
1987,7,20,,
1987,7,21,,
1987,7,22,,
1987,7,23,,
1987,7,24,,
1987,8,1,0.0,0.0
1987,8,2,0.0,0.0
1987,8,3,0.0,0.0
1987,8,4,0.0,0.0
1987,8,5,0.0,0.0
1987,8,6,0.0,0.0
1987,8,7,0.0,0.0
1987,8,8,0.003,0.8333333333333334
1987,8,9,0.066,18.333333333333332
1987,8,10,0.132,36.666666666666664
1987,8,11,0.219,60.83333333333333
1987,8,12,0.243,67.5
1987,8,13,0.288,79.99999999999999
1987,8,14,0.235,65.27777777777777
1987,8,15,0.139,38.611111111111114
1987,8,16,0.037,10.277777777777777
1987,8,17,0.001,0.2777777777777778
1987,8,18,0.0,0.0
1987,8,19,0.0,0.0
1987,8,20,0.0,0.0
1987,8,21,0.0,0.0
1987,8,22,0.0,0.0
1987,8,23,0.0,0.0
1987,8,24,0.0,0.0
1987,9,1,0.0,0.0
1987,9,2,0.0,0.0
1987,9,3,0.0,0.0
1987,9,4,0.0,0.0
1987,9,5,0.0,0.0
1987,9,6,0.002,0.5555555555555556
1987,9,7,0.052,14.444444444444443
1987,9,8,0.23,63.88888888888889
1987,9,9,0.485,134.72222222222223
1987,9,10,0.748,207.77777777777777
1987,9,11,0.862,239.44444444444443
1987,9,12,0.98,272.22222222222223
1987,9,13,1.054,292.77777777777777
1987,9,14,0.923,256.3888888888889
1987,9,15,0.709,196.94444444444443
1987,9,16,0.442,122.77777777777777
1987,9,17,0.194,53.888888888888886
1987,9,18,0.056,15.555555555555555
1987,9,19,0.006,1.6666666666666667
1987,9,20,0.0,0.0
1987,9,21,0.0,0.0
1987,9,22,0.0,0.0
1987,9,23,0.0,0.0
1987,9,24,0.0,0.0
1987,10,1,0.0,0.0
1987,10,2,0.0,0.0
1987,10,3,0.001,0.2777777777777778
1987,10,4,0.054,15.0
1987,10,5,0.203,56.38888888888889
1987,10,6,0.47,130.55555555555554
1987,10,7,0.85,236.1111111111111
1987,10,8,1.238,343.88888888888886
1987,10,9,1.573,436.9444444444444
1987,10,10,1.853,514.7222222222222
1987,10,11,1.982,550.5555555555555
1987,10,12,2.104,584.4444444444445
1987,10,13,2.233,620.2777777777778
1987,10,14,2.024,562.2222222222222
1987,10,15,1.894,526.1111111111111
1987,10,16,1.532,425.55555555555554
1987,10,17,1.205,334.72222222222223
1987,10,18,0.794,220.55555555555557
1987,10,19,0.47,130.55555555555554
1987,10,20,0.186,51.666666666666664
1987,10,21,0.052,14.444444444444443
1987,10,22,0.005,1.3888888888888888
1987,10,23,0.0,0.0
1987,10,24,0.0,0.0
1987,11,1,0.028,7.777777777777778
1987,11,2,0.056,15.555555555555555
1987,11,3,0.129,35.833333333333336
1987,11,4,0.27,75.0
1987,11,5,0.492,136.66666666666666
1987,11,6,0.809,224.72222222222223
1987,11,7,1.157,321.3888888888889
1987,11,8,1.597,443.6111111111111
1987,11,9,1.973,548.0555555555555
1987,11,10,2.31,641.6666666666666
1987,11,11,2.49,691.6666666666667
1987,11,12,2.44,677.7777777777777
1987,11,13,2.574,714.9999999999999
1987,11,14,2.421,672.4999999999999
1987,11,15,2.207,613.0555555555555
1987,11,16,1.931,536.3888888888889
1987,11,17,1.598,443.8888888888889
1987,11,18,1.208,335.55555555555554
1987,11,19,0.876,243.33333333333331
1987,11,20,0.54,150.0
1987,11,21,0.304,84.44444444444444
1987,11,22,0.141,39.166666666666664
1987,11,23,0.062,17.22222222222222
1987,11,24,0.033,9.166666666666666
1987,12,1,0.115,31.944444444444446
1987,12,2,0.211,58.61111111111111
1987,12,3,0.355,98.6111111111111
1987,12,4,0.532,147.77777777777777
1987,12,5,0.855,237.5
1987,12,6,1.2,333.3333333333333
1987,12,7,1.464,406.66666666666663
1987,12,8,1.786,496.1111111111111
1987,12,9,2.13,591.6666666666666
1987,12,10,2.388,663.3333333333333
1987,12,11,2.566,712.7777777777777
1987,12,12,2.705,751.3888888888889
1987,12,13,2.754,765.0
1987,12,14,2.714,753.8888888888889
1987,12,15,2.493,692.5
1987,12,16,2.184,606.6666666666667
1987,12,17,1.849,513.6111111111111
1987,12,18,1.47,408.3333333333333
1987,12,19,1.094,303.8888888888889
1987,12,20,0.764,212.22222222222223
1987,12,21,0.49,136.11111111111111
1987,12,22,0.309,85.83333333333333
1987,12,23,0.164,45.55555555555556
1987,12,24,0.1,27.77777777777778
